uuid,kode_identitas,kabkot
39d6e232-291d-4743-b82b-494e47617540,"7201031001000100 - NONBKU - 3",7201
086cc3f5-2c4c-499d-8748-ddf31fb6c297,"7201031001000600 - NONBKU - 1",7201
d2d96446-26e4-4e8e-9a9e-a512826f3a1d,"7201031001000500 - NONBKU - 2",7201
a62880af-aa31-435d-bf29-786ed01dc0f2,"7201031001000500 - NONBKU - 1",7201
1d6a3d5e-3939-42dd-9ee3-0b8405990ff6,"7201031001000200 - NONBKU - 1",7201
43b0ce70-c016-4f60-8ad8-a8febcb55c5f,"7201051005000100 - NONBKU - 3",7201
51348bbe-a7b8-4330-9054-2d85de6b2a32,"7201051005000100 - NONBKU - 1",7201
fad640f0-5abb-42c8-982e-edd6c49afce7,"7201051005000100 - NONBKU - 2",7201
d110fa69-86f2-48aa-8300-c1893b021caf,"7201051005000600 - NONBKU - 2",7201
cd53b3d5-808a-415d-b63b-fcfd5ff878b9,"7201051005000600 - NONBKU - 1",7201
b7caa931-6fbc-4315-86bf-74368c08f5ca,"7201051005000500 - NONBKU - 2",7201
9abb16b7-4501-42ad-9807-755f006bd093,"7201051005000500 - NONBKU - 1",7201
9c9e85c1-ca68-4af8-b5b2-fd9cae8040b5,"7201051005000500 - NONBKU - 4",7201
a54316db-3169-4dbc-a3b4-72914b9db151,"7201051005000500 - NONBKU - 3",7201
15a32380-1e46-4c6d-b1f8-55c9177a3f7b,"7201051005000300 - NONBKU - 1",7201
2f575cab-8297-4da5-9d07-89ab9635888f,"7201051005000300 - NONBKU - 2",7201
ffefcb98-f3fd-4d7e-aaa3-eac7ed5f0ed1,"7201051005000700 - NONBKU - 1",7201
33f41ccd-b100-4d08-98a8-b203da84b398,"7201051005000200 - NONBKU - 1",7201
97020c34-da78-4971-8c46-809745c1b11f,"7201061002000200 - NONBKU - 2",7201
b50be10f-794d-4500-a067-1fbb88fda9fc,"7201061002000200 - NONBKU - 1",7201
1633fa58-1e0f-40ec-84d6-e2f8ce283f29,"7201061002000200 - NONBKU - 4",7201
cf141a83-2197-4297-821e-e761daf799a3,"7201061002000200 - NONBKU - 6",7201
34adc298-8a27-4432-b360-6f80f4968012,"7201061002000200 - NONBKU - 5",7201
1ed71f61-e074-4329-a53a-4a25c5802b64,"7201061002000300 - NONBKU - 1",7201
f818ff29-be58-4cc5-95ca-f985dc685350,"7201061002000200 - NONBKU - 3",7201
542a2454-034a-4486-93fd-1b083623d32f,"7201061002000200 - NONBKU - 7",7201
991e5e7e-704d-4c16-99b2-866b4f72ba5f,"7201071009000200 - NONBKU - 1",7201
2bdf29d2-baca-4a2e-88a8-7c09f3dc1bff,"7201071009000200 - NONBKU - 3",7201
45a6469e-e0df-463f-9734-b2c8acf386bb,"7201071009000200 - NONBKU - 2",7201
005e41f1-a2f5-4578-a304-660f1a29fd8d,"7201071009000200 - NONBKU - 4",7201
0f16b97e-5a72-4814-80b9-949d1a867c17,"7201071009000100 - NONBKU - 1",7201
17fa4165-c340-402b-86d1-83d65216a102,"7201071009000100 - NONBKU - 2",7201
dc889d05-4c24-46ef-94b0-4a4619dc93aa,"7201071009000400 - NONBKU - 1",7201
8ff47c79-4904-46b5-802b-815ca2756cfa,"7201062002000300 - NONBKU - 5",7201
14ece061-6991-499e-8679-6c1a622545f3,"7201062002000300 - NONBKU - 1",7201
08e2d5e0-35fd-4b0d-80b1-0b76970bd365,"7201062002000300 - NONBKU - 4",7201
67a7889a-e91f-4c67-9c62-52cc43464770,"7201062002000300 - NONBKU - 6",7201
a7c8089d-fe27-4dde-bb1a-b211d0bc66bb,"7201062002000200 - NONBKU - 2",7201
5ab1e426-2ee6-4a6f-a7cf-2f1c2f7654a2,"7201062002000200 - NONBKU - 1",7201
1782442b-704e-40bc-88b5-e1165c3fe185,"7201062002000300 - NONBKU - 7",7201
5174d21c-4e91-4165-957c-ad91adb682ea,"7201062002000300 - NONBKU - 2",7201
ba3b23f6-a560-47aa-bd81-6f7dec377235,"7201062002000300 - NONBKU - 8",7201
fe4476d4-fcd1-4bf7-94e2-359bbcc77a83,"7201062002000300 - NONBKU - 3",7201
cfe1690c-e7ca-4d0e-8422-a94e4114534e,"7201042005000600 - NONBKU - 1",7201
6ac801f6-945c-4898-a007-11c2ae9d6b19,"7201042005000100 - NONBKU - 2",7201
11d19ce6-acd1-482f-a56d-8eafa582ac8b,"7201042005000100 - NONBKU - 1",7201
